inn,in_ban,staff100,staff1000,terminated_contracts2,reg_date1Y,bidding_num50
123456792665,0,1,0,0,0,0
123456792666,0,1,0,0,0,0
123456792667,0,1,0,0,0,1
123456792668,0,1,1,0,1,1
123456792669,0,1,0,0,0,1
123456792670,0,1,0,0,0,1
123456792671,0,1,1,0,0,0
123456792672,0,1,0,0,0,0
123456792672,0,1,0,0,0,0
123456792673,0,1,1,0,0,1
123456792674,0,1,0,0,0,1
123456792675,0,1,0,0,0,1
123456792676,0,1,0,0,0,0
123456792676,0,1,0,0,0,0
123456792677,0,1,0,0,1,0
123456792678,0,1,1,0,0,1
123456792679,0,1,0,0,0,1
123456792680,0,1,1,0,0,1
123456792681,0,1,1,0,0,0
123456792682,0,1,0,0,0,1
123456792683,0,1,0,0,0,0
123456792684,0,1,1,0,0,1
123456792685,0,1,1,0,1,1
123456792686,0,1,1,0,0,0
123456792687,0,0,0,0,1,1
123456792688,1,1,1,0,1,1
123456792689,0,1,1,0,0,0
123456792689,0,1,1,0,0,0
123456792690,0,1,1,0,0,1
123456792691,0,1,1,0,0,0
123456792692,0,1,0,0,1,0
123456792693,0,1,1,0,0,0
123456792694,0,1,0,0,0,1
123456792695,0,1,0,0,0,0
123456792696,0,1,1,0,0,1
123456792697,0,1,0,0,0,0
123456792698,0,1,1,0,0,0
123456792699,0,1,0,0,1,1
123456792700,0,1,0,0,0,0
123456792701,0,1,0,0,1,1
123456792702,0,1,0,1,0,1
123456792703,0,1,0,0,0,1
123456792704,0,1,0,0,0,1
123456792705,0,1,1,0,0,1
123456792706,0,1,1,0,0,0
123456792707,0,1,1,0,0,1
123456792708,0,1,1,0,0,1
123456792709,0,1,0,0,0,1
123456792710,0,1,0,0,0,0
123456792711,0,1,1,0,0,0
123456792712,0,1,0,0,1,0
123456792713,0,1,0,0,1,1
123456792714,0,1,1,0,0,0
123456792715,0,1,1,0,1,0
123456792715,0,1,1,0,1,0
123456792716,0,1,1,0,0,1
123456792717,0,1,1,0,0,1
123456792718,0,1,0,1,1,1
123456792719,0,1,0,0,0,1
123456792720,0,1,0,0,0,1
123456792721,0,1,0,0,0,1
123456792722,0,1,0,0,0,1
123456792723,0,1,1,0,0,0
123456792724,0,1,0,0,1,1
123456792725,0,1,1,0,1,1
123456792726,0,1,1,0,0,1
123456792727,1,1,1,0,1,1
123456792728,0,1,0,0,0,1
123456792729,1,1,1,0,0,0
123456792730,0,1,1,0,0,1
123456792731,0,1,1,0,1,1
123456792732,0,1,1,0,0,0
123456792733,0,1,0,0,0,1
123456792734,0,0,0,0,1,0
123456792735,0,1,0,0,0,0
123456792736,0,1,0,0,0,1
123456792737,0,1,0,0,0,0
123456792738,0,1,0,0,1,0
123456792739,0,1,0,0,0,1
123456792740,0,1,0,0,0,0
123456792741,0,1,1,0,0,0
123456792742,0,1,1,0,1,1
123456792743,0,1,0,0,0,1
123456792744,0,1,0,0,0,0
123456792745,0,1,1,0,1,0
123456792746,1,1,0,0,0,1
123456792747,0,1,1,0,0,1
123456792748,0,1,1,0,0,1
123456792749,0,1,1,0,1,0
123456792750,0,1,1,0,0,0
123456792751,0,1,1,0,0,1
123456792752,0,1,1,0,0,0
123456792753,0,1,0,0,0,1
123456792754,0,1,1,0,0,1
123456792755,0,1,0,0,0,1
123456792756,0,1,0,0,0,0
123456792757,0,1,1,0,1,0
123456792758,0,1,0,0,0,1
123456792759,0,1,1,0,0,1
123456792760,0,0,0,0,0,1
123456792761,0,1,1,0,0,0
123456792762,0,1,1,0,0,0
123456792763,0,1,0,1,0,0
123456792764,0,1,1,0,0,0
123456792765,0,1,1,0,0,0
123456792766,0,1,0,0,0,0
123456792767,0,1,1,1,0,1
123456792768,0,1,1,0,0,1
123456792769,0,1,0,0,0,1
123456792770,1,1,0,0,0,1
123456792771,0,1,0,0,1,1
123456792772,0,1,0,0,0,1
123456792773,0,1,1,0,1,0
123456792774,0,1,0,0,0,0
123456792775,0,1,1,0,0,1
123456792776,0,0,0,0,0,0
123456792777,0,1,0,1,1,0
123456792778,0,0,0,0,0,1
123456792779,0,1,1,1,0,0
123456792780,0,1,1,0,1,1
123456792781,0,1,1,0,0,0
123456792782,0,0,0,0,0,0
123456792783,0,1,0,0,0,1
123456792783,0,1,0,0,0,1
123456792784,0,1,1,0,0,1
123456792784,0,1,1,0,0,1
123456792784,0,1,1,0,0,1
123456792785,0,1,1,0,0,0
123456792786,0,1,0,0,0,0
123456792787,0,1,1,0,0,1
123456792788,0,1,0,0,0,0
123456792789,0,1,0,0,0,0
123456792790,0,1,1,1,0,1
123456792791,0,1,1,1,1,0
123456792792,0,1,0,0,1,1
123456792793,0,1,0,0,0,1
123456792794,0,1,0,0,0,1
123456792795,0,1,0,0,0,0
123456792796,0,1,1,0,1,0
123456792797,0,1,0,0,0,0
123456792798,0,1,1,0,0,0
123456792799,0,1,1,0,1,1
123456792800,0,1,1,1,0,0
123456792801,0,1,1,0,1,0
123456792802,0,1,1,0,0,0
123456792803,0,1,0,0,0,1
123456792804,0,1,1,0,0,0
123456792805,0,1,1,0,0,1
123456792806,0,0,0,0,0,1
123456792806,0,0,0,0,0,1
123456792807,0,1,0,0,0,1
123456792808,0,1,1,0,0,1
123456792809,0,1,0,0,0,0
123456792810,0,1,0,1,0,0
123456792811,0,1,1,0,0,0
123456792812,0,1,1,0,0,0
123456792813,1,1,0,0,0,1
123456792814,0,1,1,0,1,0
123456792815,0,0,0,0,0,1
123456792816,0,1,1,0,0,0
123456792817,0,0,0,0,1,0
123456792818,1,1,1,0,1,1
123456792819,0,1,1,0,0,1
123456792820,0,1,1,0,0,1
123456792821,0,1,1,0,0,1
123456792822,0,1,1,0,0,1
123456792823,0,1,1,0,0,0
123456792824,0,0,0,0,0,1
123456792825,0,1,1,0,0,1
123456792826,0,1,0,0,1,0
123456792827,0,1,1,0,0,1
123456792828,0,1,1,0,1,1
123456792829,0,1,1,0,0,1
123456792830,0,1,0,0,1,0
123456792831,0,1,1,0,0,1
123456792832,0,1,0,0,1,1
123456792833,0,1,0,0,0,0
123456792834,1,1,1,0,0,0
123456792835,0,1,0,0,1,0
123456792836,0,1,0,0,0,0
123456792837,0,1,1,0,0,0
123456792838,0,1,1,0,0,0
123456792839,0,1,0,0,0,1
123456792840,0,1,1,0,0,1
123456792841,0,1,0,0,0,0
123456792842,0,1,0,0,0,0
123456792843,0,1,1,0,0,0
123456792844,1,1,0,0,0,1
123456792845,0,1,1,0,0,0
123456792846,0,1,0,0,0,1
123456792847,0,1,1,0,0,1
123456792848,0,1,0,1,0,0
123456792849,0,1,1,0,0,1
123456792850,0,1,0,0,0,0
123456792851,0,1,0,0,1,1
123456792852,0,1,0,0,0,1
123456792853,0,1,1,0,0,1
123456792854,0,1,1,0,0,1
123456792855,0,1,0,0,0,1
123456792856,0,1,0,0,0,1
123456792857,0,1,1,0,0,1
123456792858,0,1,0,0,1,0
123456792859,0,1,1,0,0,0
123456792860,0,1,1,0,0,0
123456792861,0,1,1,0,0,1
123456792862,0,0,0,0,0,0
123456792863,0,0,0,0,0,0
123456792864,0,1,1,1,0,0
123456792865,0,1,0,0,1,1
123456792866,0,1,1,0,0,0
123456792867,0,1,0,0,0,0
123456792868,0,1,1,0,0,0
123456792869,0,0,0,0,0,1
123456792870,0,1,0,0,0,1
123456792871,0,1,0,0,1,0
123456792872,0,1,0,0,0,1
123456792873,0,1,0,0,0,0
123456792874,1,1,0,0,0,0
123456792875,0,1,0,0,0,0
123456792876,0,1,0,0,0,1
123456792877,0,1,1,0,0,1
123456792878,0,1,0,0,0,0
123456792879,0,1,0,0,0,0
123456792880,0,1,1,0,1,0
123456792881,0,1,1,0,0,1
123456792882,0,1,1,1,0,1
123456792883,0,1,0,0,0,0
123456792884,0,1,0,0,1,0
123456792885,0,1,1,0,0,1
123456792886,0,1,1,0,0,1
123456792887,0,1,1,0,0,1
123456792888,0,1,0,0,0,0
123456792889,0,1,1,0,0,1
123456792890,0,1,1,0,1,1
123456792891,0,1,0,0,0,1
123456792892,0,1,1,0,1,0
123456792893,0,1,0,0,0,1
123456792894,0,1,1,0,0,0
123456792895,0,1,0,0,1,1
123456792896,0,1,0,0,0,0
123456792897,0,1,1,0,0,1
123456792898,0,1,0,0,0,0
123456792899,0,0,0,0,1,1
123456792900,0,1,1,0,0,0
123456792901,0,1,1,0,0,1
123456792902,0,1,0,0,0,1
123456792903,0,1,0,0,0,1
123456792904,0,1,1,0,0,1
123456792905,0,1,0,0,0,1
123456792906,0,1,0,0,0,0
123456792907,0,1,1,0,0,1
123456792908,0,1,0,0,0,0
123456792909,0,1,0,0,1,0
123456792910,0,1,0,0,0,0
123456792911,0,1,1,0,0,0
123456792912,0,1,0,0,1,1
123456792913,0,0,0,0,1,1
123456792914,0,1,0,0,0,0
123456792915,0,1,0,0,0,1
123456792916,0,1,0,0,0,1
123456792916,0,1,0,0,0,1
123456792917,1,1,1,0,0,0
123456792918,0,1,1,0,1,1
123456792918,0,1,1,0,1,1
123456792919,0,1,1,0,0,1
123456792920,0,1,1,0,0,1
123456792921,0,1,1,0,0,1
123456792922,0,1,1,0,0,1
123456792922,0,1,1,0,0,1
123456792923,0,1,1,0,0,0
123456792924,0,1,1,0,0,0
123456792925,0,1,1,0,0,1
123456792926,0,1,0,0,0,1
123456792927,0,1,0,0,0,1
123456792928,0,1,1,0,0,1
123456792929,0,1,0,0,0,0
123456792930,0,1,0,0,0,1
123456792931,0,1,1,0,0,0
123456792932,0,1,0,0,0,1
123456792933,0,1,1,0,0,0
123456792934,0,1,1,1,0,1
123456792935,0,1,1,0,0,0
123456792936,0,1,1,0,0,1
123456792937,0,1,1,0,0,0
123456792938,0,1,1,0,0,1
123456792939,0,1,0,0,1,0
123456792940,0,1,1,0,0,0
123456792941,0,1,1,0,0,1
123456792942,0,1,0,0,0,0
123456792943,0,1,0,0,1,1
123456792944,1,1,0,0,0,0
123456792945,0,1,1,0,0,0
123456792946,0,1,0,0,0,1
123456792947,0,1,0,0,0,1
123456792948,0,1,1,0,1,1
123456792949,0,1,1,0,0,0
123456792950,0,1,0,1,0,1
123456792951,0,1,1,0,0,0
123456792951,0,1,1,0,0,0
123456792952,0,1,1,0,0,1
123456792952,0,1,1,0,0,1
123456792953,0,1,0,0,0,1
123456792954,0,1,0,0,1,0
123456792955,0,1,0,0,1,0
123456792956,0,1,0,0,1,0
123456792957,0,1,0,0,0,0
123456792958,0,1,0,0,0,1
123456792958,0,1,0,0,0,1
123456792959,0,1,1,0,0,0
123456792960,0,1,1,0,0,0
123456792961,0,1,1,1,0,0
123456792962,0,1,1,1,0,0
123456792963,0,1,0,0,0,0
123456792964,0,1,1,1,0,1
123456792965,0,1,1,0,0,1
123456792965,0,1,1,0,0,1
123456792965,0,1,1,0,0,1
123456792966,0,1,1,1,1,1
123456792967,0,1,0,0,0,0
123456792968,0,1,1,0,0,0
123456792969,0,1,0,0,0,0
123456792970,1,1,0,0,0,0
123456792971,0,1,1,0,0,1
123456792972,0,1,0,0,0,0
123456792973,0,1,1,0,0,0
123456792974,0,1,1,0,0,0
123456792975,0,1,0,1,0,1
123456792976,0,1,0,0,1,1
123456792977,0,1,1,0,1,0
123456792978,1,1,0,0,0,0
123456792979,0,1,1,0,1,0
123456792980,0,1,1,1,0,1
123456792981,0,1,1,0,1,0
123456792982,0,1,1,0,0,0
123456792983,0,1,0,0,0,1
123456792984,0,1,1,0,0,0
123456792985,0,1,1,0,0,0
123456792986,0,1,1,0,0,1
123456792987,0,1,0,0,0,0
123456792988,0,1,1,0,1,1
123456792989,0,1,1,0,0,0
123456792990,0,1,1,0,0,0
123456792991,0,1,1,0,0,0
123456792992,0,1,1,0,0,1
123456792993,0,1,1,0,0,0
123456792994,0,1,1,0,0,0
123456792995,0,1,0,0,0,0
123456792996,1,1,1,0,0,1
123456792997,0,1,1,0,0,1
123456792998,0,1,0,0,0,1
123456792999,0,1,1,0,0,0
123456793000,0,1,1,0,0,0
123456793001,0,1,0,0,0,1
123456793002,0,1,0,0,0,1
123456793002,0,1,0,0,0,1
123456793003,1,1,1,0,0,0
123456793004,0,1,1,0,0,0
123456793005,0,1,0,0,0,0
123456793006,0,1,0,0,0,0
123456793007,0,0,0,0,0,1
123456793008,0,0,0,0,0,1
123456793009,0,1,1,0,0,0
123456793010,0,1,0,0,0,1
123456793011,0,1,1,0,0,0
123456793012,0,1,1,0,0,1
123456793013,0,1,1,0,0,0
123456793014,0,1,0,0,0,1
123456793015,0,1,0,0,0,1
123456793016,0,0,0,0,0,1
123456793017,0,1,0,0,0,1
123456793018,0,1,1,0,1,0
123456793019,1,1,0,0,0,1
123456793020,0,1,0,0,0,1
123456793020,0,1,0,0,0,1
123456793021,0,1,1,0,0,1
123456793022,0,1,0,0,0,0
123456793023,0,1,1,0,0,0
123456793024,0,1,0,0,0,1
123456793025,0,1,1,0,0,1
123456793026,0,1,1,0,1,0
123456793027,1,1,0,0,0,0
123456793028,0,1,0,0,0,1
123456793029,0,1,1,0,0,0
123456793029,0,1,1,0,0,0
123456793030,0,1,1,0,0,1
123456793031,0,1,1,0,1,1
123456793032,0,1,0,0,1,0
123456793033,0,1,0,0,0,1
123456793034,0,1,1,0,0,1
123456793035,0,1,0,0,1,0
123456793036,0,1,1,0,0,0
123456793036,0,1,1,0,0,0
123456793037,0,1,0,0,1,1
123456793038,0,1,1,0,0,0
123456793039,0,1,1,1,0,1
123456793040,0,1,1,0,0,0
123456793041,0,1,1,0,0,0
123456793042,0,1,0,0,0,0
123456793043,1,1,1,1,0,0
123456793044,0,1,1,0,0,1
123456793045,0,1,0,0,0,0
123456793046,0,1,0,0,0,1
123456793047,0,1,1,0,0,1
123456793048,0,1,0,0,1,0
123456793049,0,1,0,0,1,0
123456793050,0,1,0,0,0,1
123456793051,0,1,0,0,0,0
123456793052,0,1,1,0,1,0
123456793053,0,1,0,0,0,1
123456793054,0,1,0,0,0,0
123456793055,1,1,1,1,0,0
123456793056,0,1,0,0,1,0
123456793057,0,1,0,0,0,1
123456793058,0,1,0,0,0,1
123456793059,0,1,1,0,1,0
123456793060,0,1,1,1,0,0
123456793061,0,1,0,0,1,0
123456793061,0,1,0,0,1,0
123456793062,0,1,0,0,1,1
123456793063,0,1,0,0,1,1
123456793064,0,1,1,0,0,0
123456793065,0,1,1,0,0,1
123456793066,0,1,1,0,0,0
123456793067,0,1,0,0,0,1
123456793068,0,1,1,0,0,1
123456793069,0,1,1,0,0,0
123456793070,0,1,0,0,0,1
123456793071,0,1,0,0,0,0
123456793072,0,1,0,0,0,0
123456793073,0,1,1,0,1,0
123456793074,0,1,1,0,0,1
123456793075,0,1,1,0,0,0
123456793076,0,1,0,0,0,1
123456793077,0,1,0,0,0,1
123456793078,0,1,0,1,0,0
123456793079,0,1,1,0,0,1
123456793080,0,1,0,0,0,0
123456793081,0,1,0,0,0,0
123456793082,0,1,0,0,0,1
123456793083,0,1,1,0,1,0
123456793084,0,1,0,0,0,1
123456793085,0,1,0,0,0,1
123456793086,0,1,1,0,0,1
123456793087,0,1,1,0,0,1
123456793088,0,1,0,0,0,0
123456793089,0,1,0,0,0,1
123456793090,0,0,0,0,0,1
123456793091,0,1,1,0,0,1
123456793092,0,1,1,0,1,0
123456793093,0,1,0,0,0,0
123456793094,0,1,1,0,0,0
123456793095,0,1,0,0,1,1
123456793096,0,1,1,0,1,1
123456793097,0,1,0,0,0,1
123456793098,0,1,1,0,1,0
123456793099,0,1,0,0,0,0
123456793100,0,1,0,0,0,0
123456793101,0,1,1,0,0,1
123456793102,0,1,1,0,1,1
123456793103,0,1,1,0,1,1
123456793104,0,1,1,0,0,0
123456793105,0,1,1,0,0,0
123456793106,0,1,1,0,0,1
123456793107,0,1,1,0,1,1
123456793108,0,1,0,0,0,1
123456793109,0,1,1,0,0,0
123456793110,0,1,0,0,0,0
123456793111,0,1,1,0,1,1
123456793112,0,1,0,0,0,0
123456793113,1,1,1,0,0,1
123456793114,0,1,0,0,1,1
123456793115,0,1,0,0,0,0
123456793116,0,1,1,0,0,0
123456793117,0,1,0,0,0,1
123456793118,0,1,0,0,0,0
123456793119,0,1,1,0,0,0
123456793120,0,1,0,0,0,1
123456793121,0,1,0,0,0,1
123456793122,0,1,1,0,0,1
123456793123,0,1,0,0,0,1
123456793123,0,1,0,0,0,1
123456793124,0,1,0,0,1,1
123456793125,0,1,1,0,0,1
123456793126,0,1,0,0,0,1
123456793126,0,1,0,0,0,1
123456793127,0,1,0,0,0,0
123456793128,0,1,0,0,1,1
123456793129,0,1,0,0,1,1
123456793130,0,1,0,0,1,1
123456793131,0,1,1,0,0,1
123456793132,0,1,1,0,1,1
123456793133,0,1,0,0,1,0
123456793134,1,0,0,0,0,1
123456793135,0,1,1,0,0,1
123456793136,0,1,0,0,0,0
123456793137,0,0,0,0,0,1
123456793138,0,1,1,0,0,0
123456793139,0,1,1,0,0,1
123456793140,0,1,1,0,0,1
123456793141,0,1,1,0,1,1
123456793142,0,1,0,0,0,1
123456793143,0,1,1,0,0,1
123456793144,0,1,1,0,0,1
123456793145,0,1,0,0,0,0
123456793146,0,1,0,0,1,1
123456793147,0,1,0,0,0,1
123456793148,0,1,1,0,0,0
123456793149,0,1,1,0,0,0
123456793150,0,1,1,0,0,1
123456793151,0,1,1,0,0,0
123456793152,0,0,0,0,0,0
123456793153,1,1,0,0,0,1
123456793154,0,1,0,0,0,1
123456793155,0,1,1,0,0,1
123456793156,0,1,0,1,0,1
123456793157,0,1,1,0,0,1
123456793158,0,1,0,0,0,0
123456793159,0,1,0,0,0,0
123456793160,0,1,0,0,0,0
123456793161,0,1,0,0,0,1
123456793162,0,1,1,0,0,0
123456793163,0,0,0,0,1,0
123456793164,0,1,0,0,1,1
123456793165,0,1,0,0,0,1
123456793166,0,1,0,0,0,0
123456793167,0,1,0,0,0,0
123456793168,0,1,0,0,0,1
123456793168,0,1,0,0,0,1
123456793169,0,1,0,0,0,1
123456793170,1,1,1,0,0,1
123456793171,0,1,1,0,0,0
123456793172,0,1,1,0,0,1
123456793173,0,1,1,0,0,1
123456793174,0,1,1,0,0,0
123456793175,0,1,1,0,0,1
123456793176,0,1,1,0,0,1
123456793177,0,1,1,0,0,1
123456793178,0,1,0,0,0,1
123456793179,0,1,1,0,0,0
123456793180,1,0,0,0,0,1
123456793181,0,1,1,0,1,0
123456793182,0,1,0,0,0,1
123456793183,1,1,0,0,0,0
123456793184,0,1,1,0,0,1
123456793185,0,1,1,0,0,1
123456793186,0,1,0,0,1,0
123456793187,0,1,1,0,0,1
123456793188,0,1,1,0,0,1
123456793188,0,1,1,0,0,1
123456793189,0,1,1,0,0,1
123456793190,0,1,0,1,0,0
123456793191,0,1,1,0,0,1
123456793192,0,1,1,0,0,0
123456793193,0,1,0,0,0,0
123456793194,0,1,0,0,0,1
123456793195,0,1,1,0,1,0
123456793196,0,1,1,0,1,0
123456793197,0,1,0,0,0,0
123456793198,0,1,0,0,1,1
123456793199,0,1,0,0,0,1
123456793200,0,1,0,0,0,0
123456793201,1,1,1,1,0,1
123456793202,0,1,0,0,0,0
123456793203,0,1,1,0,0,0
123456793204,1,1,0,0,0,1
123456793205,0,1,0,0,0,1
123456793206,0,1,1,0,0,1
123456793206,0,1,1,0,0,1
123456793207,0,1,1,0,1,1
123456793208,0,0,0,0,0,1
123456793209,1,1,0,0,1,1
123456793210,0,1,1,0,0,1
123456793211,0,1,1,0,0,0
123456793212,0,1,0,0,0,1
123456793213,0,1,0,0,0,1
123456793214,0,1,0,0,1,1
123456793215,0,1,0,0,0,1
123456793216,0,1,0,0,0,1
123456793217,0,1,1,0,1,0
123456793218,0,1,0,0,0,0
123456793219,0,1,0,0,0,0
123456793220,0,1,0,0,1,0
123456793221,0,1,0,0,1,1
123456793222,0,1,1,0,0,1
123456793223,0,1,1,0,0,0
123456793224,0,1,0,0,0,1
123456793225,0,1,0,0,0,1
123456793226,0,1,1,0,0,0
123456793227,0,1,0,0,0,0
123456793228,0,1,0,0,1,1
123456793228,0,1,0,0,1,1
123456793229,0,1,1,0,0,0
123456793230,0,1,0,0,0,0
123456793231,0,1,1,0,0,0
123456793232,0,1,0,0,0,0
123456793233,1,1,1,0,0,1
123456793234,0,1,1,0,0,1
123456793235,0,1,0,0,0,1
123456793236,0,1,1,1,0,1
123456793237,0,0,0,0,0,0
123456793238,0,1,0,0,0,0
123456793238,0,1,0,0,0,0
123456793238,0,1,0,0,0,0
123456793239,0,1,0,0,0,1
123456793240,0,1,0,1,0,0
123456793241,0,1,1,0,0,1
123456793242,0,1,0,0,1,0
123456793243,1,0,0,0,0,1
123456793244,0,1,1,0,0,0
123456793245,1,1,1,0,0,0
123456793246,0,1,1,0,0,1
123456793246,0,1,1,0,0,1
123456793247,0,1,0,0,1,0
123456793248,0,1,1,0,0,1
123456793249,0,1,0,0,0,1
123456793250,0,1,0,0,0,0
123456793251,0,1,1,0,0,1
123456793252,0,1,1,0,0,1
123456793253,0,1,1,0,0,1
123456793254,0,1,0,0,0,1
123456793255,0,1,0,0,0,0
123456793256,0,1,0,0,0,0
123456793257,0,1,1,0,0,1
123456793258,0,1,0,0,0,0
123456793259,0,1,0,0,0,0
123456793260,0,1,0,0,0,1
123456793261,0,1,1,0,0,0
123456793262,0,1,1,0,0,0
123456793263,0,1,0,0,0,0
123456793264,0,1,0,0,0,0
123456793264,0,1,0,0,0,0
123456793265,0,1,1,0,0,0
123456793266,0,1,1,0,0,1
123456793267,0,1,1,0,0,1
123456793268,0,1,1,0,0,0
123456793269,0,1,0,0,0,0
123456793270,0,1,0,0,1,1
123456793271,0,1,1,0,0,1
123456793272,0,1,0,0,0,0
123456793273,0,1,0,0,0,1
123456793273,0,1,0,0,0,1
123456793273,0,1,0,0,0,1
123456793274,0,1,1,0,0,1
123456793275,0,1,1,0,1,1
123456793276,0,1,0,0,0,0
123456793277,0,1,1,0,0,0
123456793278,1,1,0,0,0,1
123456793279,0,1,0,0,0,1
123456793280,0,1,1,0,1,1
123456793281,0,1,1,0,0,1
123456793282,0,1,0,0,0,0
123456793283,1,1,1,0,1,1
123456793284,0,1,1,0,0,0
123456793285,0,1,1,0,1,1
123456793286,0,1,1,0,0,0
123456793287,0,1,1,0,0,0
123456793288,0,1,1,0,0,1
123456793289,0,1,0,0,0,0
123456793290,0,1,0,0,0,0
123456793291,0,1,0,0,0,1
123456793292,0,1,0,0,1,0
123456793293,0,1,0,0,0,1
123456793294,0,1,0,0,0,1
123456793295,0,1,0,0,0,0
123456793296,1,0,0,0,1,0
123456793297,0,1,0,0,0,0
123456793298,0,1,0,0,0,1
123456793299,0,1,0,0,0,0
123456793300,0,1,0,0,0,1
123456793301,0,1,0,0,0,1
123456793302,0,1,1,0,0,0
123456793303,0,1,1,0,0,0
123456793304,0,1,0,0,0,1
123456793305,0,0,0,0,0,0
123456793306,0,1,1,0,0,1
123456793307,0,1,1,0,1,0
123456793308,1,1,0,0,0,1
123456793309,0,1,1,1,0,0
123456793310,0,1,0,0,0,1
123456793311,0,1,1,0,1,0
123456793312,1,1,1,0,0,1
123456793313,0,1,1,0,0,0
123456793314,0,1,1,0,0,0
123456793315,0,1,1,0,0,1
123456793316,0,1,0,0,0,0
123456793317,0,1,0,0,0,1
123456793317,0,1,0,0,0,1
123456793318,0,1,0,0,0,0
123456793319,0,1,0,0,0,1
123456793320,0,1,0,0,0,1
123456793321,0,1,1,0,0,0
123456793322,0,1,0,0,0,0
123456793323,0,0,0,0,0,1
123456793324,0,1,1,0,0,1
123456793325,0,1,1,0,0,0
123456793325,0,1,1,0,0,0
123456793325,0,1,1,0,0,0
123456793326,1,1,1,0,0,1
123456793327,0,1,1,0,0,1
123456793328,1,1,0,0,1,0
123456793329,0,1,1,0,0,1
123456793330,0,1,0,0,1,0
123456793331,0,1,0,0,0,1
123456793332,0,1,0,0,1,1
123456793333,0,1,0,0,0,0
123456793334,0,1,1,0,0,0
123456793335,0,1,1,0,1,1
123456793336,0,1,0,0,0,1
123456793337,0,1,0,0,0,0
123456793338,0,1,0,0,0,0
123456793339,0,1,1,0,0,1
123456793340,0,1,1,0,0,1
123456793341,0,1,0,0,0,1
123456793342,0,1,1,0,0,1
123456793343,0,1,0,0,0,0
123456793344,0,1,1,0,0,1
123456793345,0,1,1,0,0,1
123456793346,0,1,1,0,0,1
123456793347,0,1,0,0,0,0
123456793348,0,1,1,0,1,1
123456793349,0,1,1,0,0,0
123456793350,0,1,0,0,0,0
123456793350,0,1,0,0,0,0
123456793351,0,1,0,0,0,0
123456793352,0,1,0,0,0,1
123456793353,0,1,0,0,0,0
123456793354,1,1,1,0,0,1
123456793355,0,1,0,0,0,1
123456793356,0,1,1,0,0,0
123456793357,0,1,1,1,0,0
123456793358,0,1,1,0,0,0
123456793359,0,1,0,0,0,1
123456793360,0,1,1,0,0,0
123456793361,0,1,0,0,0,1
123456793362,0,1,0,0,0,1
123456793363,1,1,0,0,0,1
123456793364,0,1,1,0,1,0
123456793365,0,1,1,0,0,1
123456793366,0,1,0,0,0,1
123456793367,0,1,0,0,0,0
123456793367,0,1,0,0,0,0
123456793368,0,1,0,0,1,0
123456793369,0,1,1,0,0,0
123456793370,0,1,0,0,0,1
123456793371,0,1,0,0,0,0
123456793372,0,1,1,0,0,0
123456793373,0,1,1,0,0,1
123456793374,0,1,1,0,0,1
123456793375,0,1,1,0,0,0
123456793376,0,0,0,0,0,1
123456793377,0,1,0,0,0,1
123456793378,0,1,1,0,0,1
123456793379,0,1,0,0,0,1
123456793380,0,1,1,0,0,1
123456793381,0,1,0,0,0,0
123456793382,0,1,0,0,0,0
123456793383,0,1,1,0,1,0
123456793384,0,1,0,1,0,1
123456793385,0,1,1,0,0,1
123456793386,0,1,0,0,0,0
123456793387,0,1,1,0,0,0
123456793388,0,1,1,0,1,1
123456793389,0,1,1,0,0,1
123456793390,0,1,1,0,1,1
123456793391,0,1,1,0,0,1
123456793392,0,1,1,0,0,0
123456793393,0,1,0,0,0,0
123456793394,0,1,1,0,0,0
123456793395,0,1,1,0,0,1
123456793396,0,1,1,0,0,0
123456793397,0,1,0,0,0,1
123456793398,0,1,1,0,1,1
123456793399,0,1,1,0,0,0
123456793400,0,1,0,0,0,1
123456793401,0,1,1,0,0,1
123456793402,0,1,0,0,0,0
123456793403,0,1,0,0,0,1
123456793403,0,1,0,0,0,1
123456793404,0,1,0,0,0,1
123456793405,0,1,1,0,0,1
123456793406,0,0,0,0,1,1
123456793407,0,1,1,0,0,1
123456793408,0,1,0,0,1,1
123456793409,0,1,0,0,0,0
123456793410,0,1,0,1,0,0
123456793410,0,1,0,1,0,0
123456793411,0,1,0,0,0,1
123456793412,0,1,1,0,0,1
123456793413,0,1,1,0,0,1
123456793414,1,1,1,0,0,0
123456793415,0,1,1,0,1,1
123456793416,0,1,1,0,0,0
123456793417,0,1,1,0,0,0
123456793418,0,1,0,0,0,1
123456793419,0,0,0,0,0,1
123456793420,0,1,0,0,1,1
123456793421,0,0,0,0,0,0
123456793422,0,1,1,0,0,1
123456793423,1,1,1,0,0,0
123456793424,0,1,1,1,0,1
123456793425,0,1,0,0,0,0
123456793426,0,1,1,0,0,1
123456793427,0,1,1,0,0,1
123456793428,0,1,1,0,1,0
123456793429,0,1,1,0,0,1
123456793430,0,1,1,0,1,0
123456793431,0,1,0,0,0,0
123456793432,0,1,1,0,0,0
123456793433,0,1,0,0,0,0
123456793434,0,1,0,0,0,1
123456793435,0,1,0,0,0,0
123456793436,0,1,0,1,0,0
123456793437,0,1,1,0,0,0
123456793438,0,1,1,0,1,1
123456793439,0,1,1,0,0,1
123456793440,0,1,0,0,0,1
123456793441,0,1,1,0,0,0
123456793442,0,1,1,0,0,1
123456793443,0,1,1,0,0,0
123456793444,0,1,1,0,0,0
123456793445,0,1,1,0,0,0
